city,Id,Filter,Created_Time,Longitude,Latitude,Likes,Comments,color1,color2,color3,color4,color5
rome,961247576790153143_2134620,Clarendon,1428809662,12.480942396,41.864043065,0,0,#04041a,#1506c6,#0b0773,#bfb7cd,#7474a4
london,961139437029412087_15474210,Normal,1428796771,-0.101625293,51.545965935,0,0,#291b1b,#cdb7a2,#8a6553,#9ca0aa,#84899b
tokyo,961203889632763875_4944662,Valencia,1428804454,139.753028839,35.710716151,5,0,#804634,#dfc696,#d57746,#280817,#b6a0a3
newyork,961192289719388758_174671121,Normal,1428803071,-74.067711,40.708164,1,1,#cdc9be,#1a325a,#6e3a41,#667987,#6f6945
newyork,961171014575844863_182303194,Normal,1428800535,-74.03879,40.73618,0,0,#362827,#f9f5f0,#a35e33,#d59452,#958888
tokyo,961176738867094029_1776925679,Rise,1428801217,139.758346714,35.672260448,0,0,#aa5d37,#f1ede1,#e4cd98,#ce9883,#452821
moscow,961147024001340774_647440388,Normal,1428797675,37.607408827,55.771755227,0,0,#873b2f,#e5cdae,#301911,#dc695e,#d19895
paris,960917546259175971_963883573,Normal,1428770319,2.26278,48.848595,0,0,#82532c,#dfdfd9,#d69647,#b4aca8,#26150b
london,960913494854073575_1337967558,Normal,1428769836,-0.173845,51.515786667,1,0,#4e4a46,#ccc8c8,#b8b2ab,#9e9a96,#acaca8
newyork,960914550803847866_359267741,Normal,1428769962,-74.051260669,40.718858242,2,0,#cfb1a2,#131013,#a7968e,#876157,#6f7590
newyork,960915631434076090_4639066,Normal,1428770091,-74.067711,40.708164,3,0,#dad3c9,#282b35,#6b4c48,#768496,#776750
rome,960907960774135977_213839707,Normal,1428769177,12.468003436,41.870905106,1,0,#c4bbb6,#211a1d,#77645a,#919ea6,#908c95
london,960896089199021981_367014418,Crema,1428767761,-0.090489863,51.507970152,1,0,#e1d0c1,#613d4d,#af7a7d,#726465,#91695f
stockholm,960904125536302954_5069892,Brannan,1428768719,18.026422167,59.329966667,1,0,#41232f,#ded2ba,#857567,#a97e67,#a89094
seoul,960904097283185782_1321894614,Normal,1428768716,126.992155633,37.533672084,0,0,#2d1110,#be6d35,#823d21,#989084,#867974
paris,960902616005355374_215723976,Normal,1428768539,2.337341,48.87604,1,1,#4f463c,#d88c79,#9c5f58,#9cb699,#7083b4
moscow,961232873481196182_1562334499,Normal,1428807909,37.647240933,55.719433923,0,0,#1c1016,#c07166,#673a3c,#898588,#81688b
moscow,961237779604863556_314210541,Normal,1428808494,37.639283806,55.757896739,2,0,#d9d7d5,#444040,#816350,#8b898b,#9e7c5c
moscow,961232458450235561_1077450027,Amaro,1428807860,37.66612347,55.789320653,0,0,#eae9de,#2d0f2d,#c09254,#6c728f,#6c608c
tokyo,961216844592176087_1300629,Normal,1428805998,139.726667447,35.681826246,0,0,#8a919c,#c4c2bc,#252b35,#444c54,#4c505c
tehran,961236905329271434_1412987407,Normal,1428808390,51.432307084,35.72346086,7,1,#b08e76,#87423b,#dcc8c9,#8d6f2a,#4c5b59
seoul,961217156699834379_430281713,Normal,1428806036,127.017523473,37.527595014,0,0,#cdc3c3,#1e1b26,#4e474e,#676976,#685c50
tokyo,961240473239485140_1832749,Valencia,1428808815,139.758352885,35.672011928,0,0,#d9dbc9,#3f2133,#8b8272,#a49484,#9c9494
tokyo,961226042902921777_1871359,Normal,1428807095,139.759138333,35.66698,0,0,#4c4343,#d7cbbe,#998b82,#9596a4,#b1aca5
tokyo,961342725035265856_6392178,Normal,1428821004,139.765901193,35.719486359,0,0,#271c1c,#e2ccc7,#74463e,#8e959a,#788090
berlin,961332155941739492_365016109,Normal,1428819745,13.336821127,52.520096441,0,0,#fafaf9,#3c5758,#cd4a23,#9c9c99,#a18157
newyork,961328056438711266_25447391,Normal,1428819256,-74.029861167,40.741438333,0,1,#191719,#caae93,#6e5d50,#848484,#8c8c8c
seoul,961324338054880064_18458253,Normal,1428818813,126.990714152,37.534328526,1,0,#eeece8,#313624,#b33311,#d27e2b,#d2ab73
paris,961258847426559863_1827976006,Normal,1428811005,2.341083333,48.851036667,1,0,#a4866d,#231e1e,#deded9,#563524,#ecd0b4
seoul,961256780164669279_1014372470,Aden,1428810759,126.99700555,37.57874294,5,0,#d8ccc6,#33272a,#624943,#797174,#7e6455
london,961259388704407782_8088855,Normal,1428811070,-0.138385748,51.534249488,30,0,#30272a,#d4c8c3,#836b74,#9da09f,#98799f
tokyo,961321222005471054_36797956,Ludwig,1428818441,139.770624472,35.702027432,0,0,#ddd2c7,#392617,#883721,#9d683d,#8d7165
moscow,961249382954452433_292096040,Ludwig,1428809877,37.613582863,55.74570179,1,0,#af8983,#1d1536,#f0eadf,#643c50,#72563d
seoul,961254458154334879_21370813,Normal,1428810482,126.971723863,37.555046273,2,0,#c6d3de,#28616c,#c86066,#c58880,#7c98a0
tokyo,961311801290274573_23374876,Normal,1428817318,139.758352885,35.672011928,1,0,#3c3417,#c6b65f,#907c49,#99a33f,#a48e7c
tehran,961320701104256542_921425796,Valencia,1428818379,51.403181618,35.701968203,0,0,#311d2f,#d0c2bf,#7c646e,#929db2,#8784a5
newyork,961303819458485848_21515806,Normal,1428816367,-74.092447227,40.719085448,1,0,#272325,#c8a17a,#76614b,#94948c,#948c8c
tokyo,961270488574459799_318640766,Normal,1428812393,139.745391667,35.663558333,0,0,#9a8070,#372723,#96452f,#7b2e23,#dda998
seoul,961320949668880941_672502535,Sierra,1428818409,126.9736172,37.5517212,0,0,#706261,#d5ccc6,#1a1924,#b3ada9,#aca4ac
london,961323381163543089_1800497,Rise,1428818699,-0.127534345,51.524483958,0,0,#493236,#cacfdb,#a8c8f7,#936c65,#ac9c9c
moscow,961269235838204760_324212413,Normal,1428812244,37.653259253,55.760074194,7,0,#b0a297,#335b6b,#6c5748,#806f5f,#7a6653
seoul,961268521575979237_370084933,Normal,1428812159,126.982588333,37.563733333,0,0,#524542,#d2d6a9,#ca7c84,#8b907c,#de9fb9
paris,961261790494179261_1827976006,Normal,1428811356,2.341083333,48.851036667,0,0,#6e4f3c,#e1e0db,#1b1110,#a1b7c2,#8b94a8
seoul,961305931377348084_1526718650,Ludwig,1428816618,126.9959066,37.5407754,1,0,#c6c0b1,#842f10,#23190d,#a98035,#7b7768
moscow,961296670044017536_1177698923,Normal,1428815514,37.669696964,55.780940542,4,0,#f2edea,#242328,#989a9b,#81736d,#818a96
london,961322441513262035_10870149,Normal,1428818587,-0.119797167,51.500995,0,0,#94afd9,#2c2b2d,#635148,#ecdcaa,#4c546c
seoul,961314147269126462_349615553,Normal,1428817598,126.980927772,37.582696021,0,0,#2f2c35,#d6d6d3,#615c5e,#837f7f,#766f62
tokyo,961290344963534886_1276051,Normal,1428814760,139.742783333,35.653495,0,0,#97a89b,#2d3731,#7b3533,#d9ddd6,#7d5838
seoul,961269536637175654_256362672,Normal,1428812280,126.992039255,37.550171058,0,0,#4c3a31,#ded6d3,#9c8780,#b1a6a1,#a99ca4
seoul,961251324970336867_393648775,Normal,1428810109,127.011047004,37.575113318,2,0,#aa9c99,#f8f7f6,#5e4744,#686866,#6e5c5c
newyork,961321625398455552_28899522,Normal,1428818489,-74.058354674,40.734205185,1,0,#2b2737,#e3d8ce,#9fa09a,#8c7c78,#9094a4
tokyo,961271278689058731_318640766,Normal,1428812487,139.745391667,35.663558333,0,0,#766849,#dac4ad,#1d1412,#b8a59f,#b9b56a
seoul,961291997976338854_54044999,Normal,1428814957,127.022941667,37.552455,8,1,#c5b9ae,#2a1f1d,#8a7868,#605048,#6e5e4c
seoul,961271651331133964_609019,Normal,1428812532,127.006279444,37.563108509,2,0,#645c4a,#d2ccc1,#252631,#a8aab5,#acac9c
tokyo,961312346303024944_19181458,Normal,1428817383,139.786251457,35.703312955,8,0,#513850,#dddccb,#918280,#b79c8f,#aca0ac
tokyo,961278467029129557_389075053,Normal,1428813344,139.794983333,35.719986667,0,0,#705d5b,#db9790,#181b1d,#4fd1b1,#818eb6
seoul,961250900100370269_323425114,Normal,1428810058,126.987245,37.539488333,5,0,#b8a89d,#201b1c,#5b5863,#82552e,#5d3322
tokyo,961278427502989393_31926011,Normal,1428813340,139.740399756,35.69917663,0,0,#3d3c3c,#d8d4cd,#8b877d,#a1a59f,#9696a4
seoul,961296895645181357_4756912,Normal,1428815541,127.03314635,37.572490542,3,0,#bc9769,#180d0d,#e1dcdf,#683822,#f4d898
tokyo,961288984080200696_2951579,Valencia,1428814598,139.758352885,35.672011928,4,1,#6b3c32,#ece3b7,#b4967b,#daa752,#c8b0c2
tokyo,961305625198635741_255360809,Ludwig,1428816582,139.743133333,35.7086,0,0,#7f5e4e,#281a14,#e1d0c0,#d19982,#c8a9ae
seoul,961275966595550732_53195786,Normal,1428813046,126.99488739,37.500746355,7,0,#f0e4df,#15201d,#8eaeb2,#856853,#407ca4
tokyo,961283414823722397_18195694,Ludwig,1428813934,139.715028333,35.698046667,0,0,#a27d58,#241b10,#efede5,#712d14,#e2cca0
moscow,961349286487856863_528383012,Normal,1428821787,37.613212583,55.759002667,1,0,#7c5c59,#e2d1ce,#261411,#d49f9c,#cab2b5
newyork,961338985584639390_1295260110,Hefe,1428820559,-74.060833333,40.742166667,0,0,#d1c6d6,#351e25,#724f49,#8b7689,#926a4d
tokyo,961353607357093327_195980,Slumber,1428822302,139.800301697,35.678646038,0,0,#5a4837,#d9ceb2,#9f9076,#bca480,#aba89d
seoul,961334881109564792_545968734,Normal,1428820069,126.973805186,37.57835343,3,0,#271319,#cdc2b9,#6b302d,#7a798d,#925c54
seoul,961355053454883851_602608358,Normal,1428822474,126.958142456,37.549779107,2,0,#e3ddd6,#3e3836,#6b5e56,#877d77,#827557
paris,961334580253174487_154745,Crema,1428820034,2.292195121,48.873531637,0,0,#dad4c4,#323d41,#757071,#584f55,#7e674d
seoul,961339590223353061_327014628,Normal,1428820631,126.986810251,37.572210107,3,0,#cdb089,#191420,#6d5348,#81919e,#717f9b
tokyo,961339113740223267_174037863,Rise,1428820574,139.763972,35.6965424,0,0,#675951,#dbdace,#a8a08f,#bfbdab,#bcb1a3
paris,961340495274956280_27931012,Normal,1428820739,2.290379433,48.85031199,7,0,#b3a18c,#332a2c,#f1efe8,#66453d,#785f3a
moscow,961350422273748869_1533379890,Normal,1428821922,37.598011667,55.765075,8,0,#bf6f53,#ece3de,#e8ccb4,#51371a,#d5aca0
tokyo,961342391075165474_195980,Normal,1428820965,139.800301697,35.678646038,0,0,#861b18,#c5c1b7,#877c8a,#382013,#db2f1b
paris,961333510940029580_1604119251,Normal,1428819906,2.336908132,48.869001302,3,0,#424c5d,#e6e0eb,#7ebcd1,#6e84c8,#8a8696
moscow,960838811479060076_410511930,Hudson,1428760933,37.607096667,55.763588333,2,0,#7f3c47,#eee5f0,#c492cc,#d88080,#b78290
london,960985720031217860_22333009,X-Pro II,1428778446,-0.110763833,51.50843,0,0,#6c7583,#c9cab3,#abbcae,#202c55,#23152b
paris,960989252247581153_204893035,Normal,1428778867,2.362484664,48.860095066,8,0,#f4f2f0,#433c41,#6a83a0,#a19a9a,#d4747c
london,960999537980516371_282232345,Ludwig,1428780093,-0.112345833,51.551476694,1,0,#e0ceb5,#1e1810,#723425,#79705f,#845f3c
london,960983718038355375_248266806,Normal,1428778208,-0.113760951,51.529673702,0,0,#5f4f4f,#f1f2e9,#b4a953,#9c919a,#6792ac
london,961017930088787677_323208658,Normal,1428782286,-0.106288071,51.508851559,5,1,#363145,#bf90c1,#ad8c7d,#785f7d,#908882
paris,960990255845249680_27459387,Normal,1428778987,2.260771154,48.825388855,1,0,#857873,#d0d2d5,#343740,#dbb694,#babcb2
london,960968225347917064_3699916,Rise,1428776361,-0.0983313,51.51294576,0,0,#59484b,#e4e8e8,#bbb3aa,#a2938f,#b4a29e
moscow,960980764093207096_986564243,Lo-fi,1428777855,37.60127911,55.779017512,0,0,#c3a0a3,#130b0c,#76474e,#8f8585,#8e7c84
london,960966321754421986_14629685,Normal,1428776134,-0.106288071,51.508851559,3,1,#666a7d,#cdbfb8,#241422,#9fb0cb,#adb8b4
moscow,960989704906766399_19504509,Normal,1428778921,37.633800717,55.753892963,37,0,#904526,#2f110b,#eeaf81,#e57649,#cc9474
tokyo,960975066933331758_240881120,Gingham,1428777176,139.777922675,35.725067901,0,0,#8b6a67,#d2cbcc,#423233,#c6a79d,#b4a59b
moscow,960992602052341048_234261770,Normal,1428779267,37.647240933,55.719433923,1,0,#282828,#909091,#bcbcbc,#acacac,#a4a3a4
stockholm,960939100786571153_20932732,Aden,1428772889,18.052211167,59.33968,0,0,#ebe8e6,#634547,#d18570,#c3ada8,#a58f86
moscow,960970068048016883_981964668,Normal,1428776580,37.642716667,55.7301,1,0,#353436,#c9c8c9,#807f81,#a4a4a4,#9c9a9d
moscow,961002060251696165_1734518618,Normal,1428780394,37.63374982,55.717645788,1,0,#746d5a,#d4e9d3,#d3b8a6,#a1cfa6,#2c3124
rome,960984565357861134_332129725,Amaro,1428778309,12.485645,41.860886667,7,1,#cbbdab,#762841,#585b75,#96656b,#825448
paris,960822064320138751_1814717610,Inkwell,1428758937,2.332802099,48.854654996,1,0,#3b3b3b,#d7d7d7,#afafaf,#909090,#a4a4a4
berlin,961002733242764978_1343106874,Inkwell,1428780474,13.3874948,52.5255406,0,0,#1e1e1e,#e0e0e0,#6d6d6d,#8c8c8c,#848484
moscow,960983572949192285_290237002,Rise,1428778190,37.607392274,55.766309027,3,0,#55333c,#dfb597,#aaa097,#a16462,#a99294
moscow,960985414364334893_179395289,X-Pro II,1428778410,37.60127911,55.779017512,1,0,#cd9b7e,#130922,#6d333d,#4c929c,#54789c
seoul,960977328580154172_404938667,Slumber,1428777446,126.9677945,37.5474529,0,0,#544638,#dcd7c4,#c99c80,#918c7e,#a8a798
rome,960978410036184730_4375432,Normal,1428777575,12.482545,41.8959,1,0,#7496c5,#676150,#dacbb4,#28231e,#97c4ed
seoul,960835791791404765_1528998404,Normal,1428760573,126.968062325,37.583744712,0,0,#c56889,#e5e4e1,#653927,#f39cd2,#60354c
rome,960785932621077089_223421173,Ludwig,1428754630,12.507738333,41.882555,3,0,#9f9180,#8b1e1e,#2f2722,#eadcb2,#8e6c2f
newyork,960994035472291541_227476556,Normal,1428779437,-74.01175555,40.728461667,0,0,#616d54,#88b4ef,#262827,#b6bc9e,#b7a09a
moscow,960969412945287082_363881956,Normal,1428776502,37.647240933,55.719433923,0,0,#372b1e,#727c7a,#994735,#7d735d,#6f4e47
stockholm,960996893405492434_30468084,Normal,1428779778,17.99860091,59.347986658,3,0,#bdaea8,#272229,#5c403b,#6d6c73,#925e42
moscow,960985686475516978_234261770,Normal,1428778442,37.647240933,55.719433923,1,0,#060614,#1fa5d1,#b0aece,#1e2668,#174a9d
london,960876232429657398_173571398,Normal,1428765394,-0.125486167,51.496116667,1,0,#999498,#16131f,#eae2e1,#543f44,#594c4c
rome,960935698859970876_8670659,Ludwig,1428772483,12.478103333,41.903616667,2,0,#918a86,#462018,#c5c4bf,#5a4538,#4c4c4c
seoul,960806032566819864_509108238,Ludwig,1428757026,127.005539007,37.532571258,0,0,#422a1a,#e1cbaa,#afb2ac,#a17745,#8b8e93
moscow,960874721363863125_24035744,Ludwig,1428765214,37.630458333,55.73508,3,0,#b87552,#160d06,#f1cda2,#59331b,#c8aa99
moscow,961000923158181026_42132716,Normal,1428780259,37.605555556,55.752777778,2,0,#ede1ec,#23272b,#a1a5b5,#836754,#7d8da4
stockholm,960966775928641487_262087932,Ludwig,1428776188,18.008371785,59.324149103,1,1,#42210c,#de571f,#a64a21,#b99880,#a78a7c
berlin,961575061324566263_1123967050,Ludwig,1428848701,13.403408333,52.542808333,0,0,#e5dedb,#2f2219,#aca39d,#92796a,#998f96
tehran,960999109282586688_540219183,Normal,1428780042,51.439276787,35.686334588,1,0,#342d49,#c07462,#824a40,#7c6ca0,#94745c
rome,961517239589363359_187947262,Rise,1428841808,12.473336667,41.899095,0,0,#d2c8b1,#261f2a,#7b5950,#947c6c,#94846c
london,960997017910281026_375009127,Valencia,1428779793,-0.117725,51.50415,0,0,#6987b5,#d2dcdc,#2d2434,#a9c6dd,#243868
rome,960880259215719337_748901,Normal,1428765874,12.480942396,41.864043065,0,0,#dbcbb2,#423732,#b38b74,#8e7b6d,#a49c9c
newyork,960995981380021361_1513778834,Gingham,1428779669,-74.067711,40.708164,0,0,#5d5769,#c5cad0,#a6b1bd,#93949f,#9aa3b5
newyork,960976049301081954_4359082,Ludwig,1428777293,-74.072673786,40.723293557,0,0,#913929,#201b09,#e2d2b6,#e6373d,#e6959b
seoul,960926249231066745_828094360,Perpetua,1428771357,127.004304112,37.50308303,1,1,#89826b,#2f352b,#dee0d3,#d8cdae,#4d381e
moscow,960869007555143554_325670104,Normal,1428764533,37.657417161,55.754499673,4,0,#c6766b,#3e2939,#f6ead7,#f1d3ad,#9b353c
tehran,960860070298954238_1735260425,Normal,1428763468,51.377412043,35.711709457,14,0,#d69c79,#f5f4f4,#3d4d46,#b32d24,#865b37
rome,960880362023850728_14856315,Normal,1428765887,12.496848989,41.898749773,240,7,#f9f9f9,#6f6f6f,#949494,#b1b1b1,#9c9c9c
london,960877820803570664_261420789,Normal,1428765584,-0.146186167,51.514836667,2,1,#80504b,#2a232d,#e1d0cd,#d2b79f,#e23231
london,960879982523242641_16171333,Normal,1428765841,-0.168895751,51.524017777,4,0,#8f8580,#261d1b,#dedada,#4f3527,#654b33
seoul,960829647252727668_52952664,Normal,1428759841,127.0379555,37.527316667,11,0,#3b3533,#dacbb4,#8f765e,#a6a8a2,#9294a0
newyork,960962889475900947_211275720,Valencia,1428775725,-74.073521334,40.699846742,0,0,#6e2b2c,#dace98,#d52b25,#270d1c,#9c8494
london,960805018398869159_190911264,X-Pro II,1428756905,-0.108106729,51.507987357,0,0,#6b5b60,#d7be89,#110928,#abae95,#9ca4a4
seoul,960798975339293664_1517592585,Crema,1428756184,127.033174347,37.572275027,0,0,#cbbfb2,#3b2d2e,#6a5546,#7e6961,#5b4d55
moscow,960795578373647143_490583721,Normal,1428755780,37.6587609,55.7570561,1,0,#383231,#d1a7a8,#65a9a1,#846c6e,#4461ad
paris,960927078309693646_1627908329,Ludwig,1428771456,2.25978825,48.884914389,0,0,#34130b,#daaf87,#834126,#929c8c,#7c7c7c
london,960884251370078046_190487958,Normal,1428766350,-0.140350941,51.51563889,3,0,#b78970,#2a2532,#5f2e2d,#c8cde6,#5d4f55
berlin,960921123756934032_200508295,Normal,1428770746,13.379885,52.516452977,0,0,#333233,#cbc0b0,#88868b,#9c9c98,#9b949c
moscow,960830648928706682_1463335,Normal,1428759960,37.61485,55.759021667,1,0,#f59173,#4a2019,#66554f,#f3e7dd,#f4ccb4
london,960925552951980079_1522444891,Normal,1428771274,-0.13198844,51.511443817,5,0,#4e3f40,#dad2d1,#9c8277,#b1b0b9,#a4a2af
moscow,960801854493650144_351307138,Normal,1428756528,37.607174811,55.76343745,2,0,#383632,#d3cbc2,#907c67,#a5a2a3,#a89c8a
berlin,960849802982793225_327754807,Normal,1428762244,13.378086667,52.516361667,0,0,#ba9f7b,#352d25,#f9f6e5,#694633,#7a5739
newyork,960891716887383645_35118074,Normal,1428767240,-74.085655541,40.704112757,1,0,#494d5a,#f7f6f3,#a18c79,#a2bda1,#9ca0b4
seoul,960835628001666368_374621288,Normal,1428760554,126.997492512,37.539355793,0,0,#cecac5,#201e21,#4f423b,#6f6c67,#645a4c
moscow,960917853124229687_5304925,Rise,1428770356,37.650570483,55.74342242,7,0,#b8a890,#3e3842,#704c46,#8e6948,#eff2e9
london,960945727163717934_283670373,Normal,1428773679,-0.112303768,51.510689154,4,0,#efeeef,#1d1920,#6d6870,#89838c,#8c8c90
rome,960815955677630557_42698155,Normal,1428758209,12.491838333,41.890275,1,0,#624864,#f7f7f7,#b79e96,#9e846e,#858391
rome,960879254343707766_410838258,Normal,1428765754,12.467769422,41.910191327,0,0,#322924,#8a9093,#5f5c57,#82464a,#666e76
paris,960980421720323572_46769012,Normal,1428777815,2.32337274,48.873314209,0,0,#564b41,#eaebec,#c3b9af,#98958b,#b7a699
rome,960767557538235970_28489688,Lo-fi,1428752439,12.504505,41.887185,0,0,#f9f6f6,#323233,#bc464a,#9b989d,#ac7c74
moscow,960855115478492196_184823480,Normal,1428762877,37.603428333,55.780236667,3,0,#c9c4bc,#6a655f,#928c85,#7c7c74,#847c74
seoul,960856987354303657_204868362,Normal,1428763100,126.992039255,37.550171058,7,0,#40a2ce,#b6b1bb,#42555f,#879eaf,#284c84
stockholm,960864420102175889_179045030,Rise,1428763986,17.960536751,59.360503915,0,0,#976c5f,#d2c9b1,#3a2b34,#a0a2b9,#da9889
tokyo,960862927350656833_51456274,Normal,1428763808,139.771826,35.7267117,1,0,#171223,#ede9ed,#86919d,#3c2eb7,#b93f6c
stockholm,960843147132588282_1595873379,Valencia,1428761450,18.00747,59.32468,0,0,#50343d,#d0c8ae,#b49679,#958371,#b09ea7
london,960850492237098979_182135842,Slumber,1428762326,-0.1634195,51.479553333,1,0,#70623c,#d5e5db,#d2c599,#b0a289,#c7ae8c
london,960849192388331338_279310448,Crema,1428762171,-0.118721859,51.51174155,2,0,#2f242b,#d9c8b0,#917560,#b0a490,#94909c
tokyo,960846778524940678_16080941,Lo-fi,1428761883,139.758352885,35.672011928,1,0,#3f493f,#edeeec,#64634a,#7c8359,#869a94
seoul,960850133441527493_1433717766,Normal,1428762283,127.002017526,37.504234702,3,0,#b9b7b5,#393939,#545454,#706f6f,#5c5c5c
london,960858385266361256_202034207,Lo-fi,1428763267,-0.178712023,51.525895472,0,0,#302b36,#f4f5f7,#6583d3,#a2c3ef,#92838c
stockholm,960848725347213226_203438398,Normal,1428762115,18.034139614,59.317570712,10,0,#a29d8c,#6a4e27,#2f4e2f,#cdd6e3,#685149
seoul,960862685430599685_6420307,Normal,1428763779,126.967311172,37.520249729,0,0,#9a8373,#251d1c,#faf9f9,#785634,#603038
stockholm,960988979047360328_1816153000,Normal,1428778835,17.999041585,59.309853692,4,0,#6f745e,#d0b9b1,#1e241c,#a7adb2,#a0b899
seoul,961463549980692584_1329561395,Normal,1428835408,126.997007774,37.511810018,2,0,#c3c2b8,#2d6962,#729e95,#75664c,#6d4a34
stockholm,960855352321334485_449147390,Hudson,1428762905,18.037177833,59.339761667,7,0,#d8cbc7,#3e282e,#625b67,#83747c,#6a564f
rome,960874774608365289_38737704,Normal,1428765220,12.474122047,41.909494168,0,0,#efefef,#646464,#949494,#8c8c8c,#9c9c9c
moscow,960860962548515650_453483999,Normal,1428763574,37.610896803,55.758928081,1,0,#362d30,#cabeb4,#88756e,#9f9f98,#8f8f9d
rome,960854301152070930_43711234,Rise,1428762780,12.480922379,41.907128273,0,0,#6d5048,#d7e0df,#b7b3a3,#a2998c,#bea089
moscow,960855966225776798_1357513311,Normal,1428762978,37.604325,55.733303333,0,0,#696168,#f2f0ee,#a8a3a3,#bdb9be,#c1b3a7
tokyo,960870222161909261_797563460,Normal,1428764678,139.759963333,35.671005,2,0,#f2ece9,#2e2c36,#87736f,#6573b3,#a5a7a4
seoul,960876777755017790_1420105159,Normal,1428765459,126.997492512,37.539355793,0,0,#0d0504,#c05039,#f2d7a0,#744434,#743c3c
paris,960841744739108391_1824865672,Rise,1428761283,2.310046667,48.853445,0,0,#a1957f,#3c3137,#e5e8de,#524d48,#615737
stockholm,960895838865115487_510278377,Ludwig,1428767731,18.025177832,59.33604628,0,0,#a3943b,#bdafa4,#a08d75,#625218,#745c21
seoul,960864524114239231_1413001702,Rise,1428763998,127.017523473,37.527595014,3,0,#3a2428,#c19d69,#935b41,#a99166,#646c74
berlin,960867062867040056_1780306028,Amaro,1428764301,13.32897,52.503616667,4,0,#3d3843,#e1debc,#96907a,#a6b6ad,#7c93b4
moscow,961444308694834246_848556254,Mayfair,1428833114,37.6,55.757333333,1,0,#81603e,#dcccc6,#caa87c,#2f2117,#bba67a
tokyo,961494932719928250_104876791,Ludwig,1428839149,139.797496753,35.716313212,0,1,#e6e4e4,#403b30,#afa198,#888584,#9ca4a4
paris,961463795298133178_294472360,X-Pro II,1428835437,2.303965687,48.899838183,48,2,#100e21,#dbd8c0,#7f8689,#973a50,#7c7c94
berlin,960947572443810329_4454705,Inkwell,1428773899,13.412411667,52.52642,0,0,#e6e6e6,#2d2d2d,#747474,#939393,#7c7c7c
paris,961490665413056230_1598534900,Normal,1428838640,2.334495,48.86188,0,0,#a7b8c3,#514f4f,#e4dfd4,#827d74,#6f6862
moscow,960866143718814288_1235510971,Normal,1428764192,37.603493445,55.786186249,0,0,#e4e0e5,#2e2426,#8e5e59,#928c88,#a1785c
paris,960922368808169887_400245619,Lo-fi,1428770894,2.320513333,48.892928333,0,0,#86564c,#202627,#eae6e5,#da6861,#c3a6b6
seoul,960926459751401243_244329192,Normal,1428771382,127.024028637,37.519495155,4,0,#180e0a,#d7b193,#69452c,#5ca4a2,#3b7890
stockholm,960979893025080066_199275863,Normal,1428777752,18.0315695,59.337396667,3,0,#b68358,#291712,#75301a,#e4c1bc,#ecc495
rome,960891897620934539_1501534042,Normal,1428767262,12.459186,41.8976205,0,0,#797778,#201f22,#d2ceca,#babdbc,#b7b4bc
berlin,960877739559919244_1444855806,Ludwig,1428765574,13.326442576,52.505606155,0,0,#e4e1e3,#575158,#6c6a77,#a89895,#7c747d
newyork,960967699289211269_1565739223,Normal,1428776298,-74.067711,40.708164,1,0,#403a51,#ccc5c3,#948c97,#8992b7,#aaadb1
london,960876299321067749_697477033,Normal,1428765402,-0.0869463,51.5100676,0,0,#3a352e,#c9c4ba,#8d8073,#a0a8ab,#9499a0
london,961515524880242362_275795164,Normal,1428841604,-0.156731925,51.487200183,0,0,#f4f1eb,#28262a,#a09f9f,#6e7f9c,#837a72
paris,961494400513389480_6577091,Slumber,1428839086,2.299021667,48.863828333,3,0,#5d5448,#e6e8de,#7a7469,#a39c85,#8e7f70
moscow,961420333702094760_383802470,Normal,1428830256,37.6053,55.76415,5,0,#613b58,#f7f4f7,#cb83a9,#9d73c2,#a0839c
london,961449204026925642_7371751,Crema,1428833698,-0.151422167,51.527896667,1,0,#899fb9,#21202f,#4b434b,#dcd3b2,#726341
moscow,961456024896577483_7591958,Normal,1428834511,37.650463869,55.737266095,12,0,#393232,#cdbbb4,#8a776e,#9fa2a2,#98939d
berlin,960891055997397068_288141225,Normal,1428767161,13.407790477,52.526718662,1,0,#3c2821,#ce5b54,#9d5d50,#9ab4a6,#9494a4
moscow,961468645809415042_370567391,Normal,1428836015,37.647240933,55.719433923,1,0,#080a0c,#bac3ce,#525b68,#788898,#6c7787
paris,960893415613481372_210062511,Normal,1428767443,2.324679056,48.864802464,3,1,#edf0f2,#3e3f32,#9fa6af,#848687,#aea68c
moscow,961542006064405489_38291397,Normal,1428844761,37.647240933,55.719433923,4,0,#29375c,#f0e3d4,#a04568,#928a92,#9d7768
seoul,961534412783174050_629659175,Ludwig,1428843855,127.01888,37.54061,2,0,#845d37,#1f1409,#e8d2a1,#dc9a5b,#c1afa7
paris,960908386434465525_38336966,Normal,1428769227,2.292925,48.856061667,1,0,#6f543c,#f1ebe4,#947c71,#f1ae5d,#948c7e
moscow,960905203745229140_284955961,Hudson,1428768848,37.61989408,55.75485784,13,0,#3d2731,#c8d3e6,#847682,#a297ac,#aa8e8d
paris,960891563368621330_1839200,Normal,1428767222,2.336565563,48.866311424,0,0,#93add1,#4c4934,#7c7871,#5476b1,#5e5b5c
rome,961576878556855091_304441805,Normal,1428848918,12.492331879,41.894458519,9,1,#adaab6,#533f36,#907666,#585458,#645456
moscow,961579347566920933_104851280,Normal,1428849212,37.66345246,55.718927958,21,0,#e3dad1,#3b2f2b,#7e4c43,#898e93,#a17859
