city,Id,Filter,Created_Time,Longitude,Latitude,Likes,Comments,Average_Color
rome,972310470998065382_27413807,Normal,1430128462,12.522512199,41.932262891,3,1,#667698
london,971950464984103925_372002509,Valencia,1430085546,-0.121737542,51.519175198,0,0,#8f8467
rome,972258249657581332_307614638,Normal,1430122236,12.486919262,41.894780087,5,1,#a19ea2
tokyo,972286346342675034_36308563,Ludwig,1430125586,139.734528333,35.657833333,0,0,#a8897d
tokyo,972014495051345664_1717406082,Ludwig,1430093179,139.730987415,35.665684581,0,0,#738d8a
seoul,972124388737999193_484263639,Normal,1430106279,127.002741329,37.580641384,0,0,#7a7456
seoul,972153485980437974_213040354,Normal,1430109748,127.007310724,37.577372127,1,0,#786a5d
tokyo,972083734789287165_1180826,Normal,1430101433,139.730987415,35.665684581,1,0,#a47362
berlin,972316672794109859_1700481352,Ludwig,1430129201,13.380228,52.522547,12,0,#a4834a
london,972325118034364360_1207977096,Normal,1430130208,-0.127733918,51.552797346,0,0,#957c79
berlin,972297320647110551_2373850,Normal,1430126894,13.397777778,52.520555556,0,0,#997d6e
newyork,972068653517786430_46928602,Normal,1430099635,-74.069491039,40.774400113,2,0,#867776
tokyo,972305895187025183_1488767306,Normal,1430127916,139.758392346,35.671804906,0,0,#999284
seoul,972047136402938470_1568023813,Normal,1430097070,127.003578211,37.540829911,1,0,#6c6b74
tokyo,972140041861314689_426716261,Crema,1430108145,139.75518718,35.665558257,0,0,#937356
seoul,972148495003494168_179001864,Slumber,1430109153,126.972041711,37.577621323,9,0,#9f8e82
tokyo,972177769633192674_1560293,Normal,1430112642,139.730987415,35.665684581,7,0,#7a8462
tokyo,972109285803232697_142626,Normal,1430104479,139.755428743,35.671078709,0,0,#b7874d
london,972054672458827370_3152736,Normal,1430097968,-0.125723267,51.565612312,0,0,#a46468
tokyo,972124927697352576_390723324,Normal,1430106343,139.708550171,35.691226979,1,1,#9a7459
stockholm,972215686897384694_1645556326,Normal,1430117163,18.041920457,59.341651505,21,0,#5d8d63
london,971967264578856291_227310504,Mayfair,1430087548,-0.106011167,51.511211667,1,0,#6c7378
moscow,972152210703508338_219016527,Crema,1430109596,37.63860999,55.74271455,0,0,#a16d61
seoul,972326811289996444_795466,Ludwig,1430130410,127.00286945,37.583346667,2,0,#8e7751
tokyo,972149918163777378_207491260,Amaro,1430109322,139.750121667,35.722788333,0,0,#706876
rome,972171159387816584_190463119,Rise,1430111854,12.53499,41.88778,0,0,#a3846b
moscow,972357398581949857_1426193276,Normal,1430134056,37.626903033,55.782521742,4,0,#8c7e7c
seoul,972210866115313580_1528996278,Lo-fi,1430116588,127.008262611,37.568012222,2,0,#97908c
seoul,972343125539063388_41165800,Normal,1430132354,126.988471667,37.579108333,2,0,#9b897d
london,972344787402102192_207834996,Slumber,1430132553,-0.181188333,51.505213333,1,0,#ac9b86
tehran,972337056507590156_1583386372,Normal,1430131631,51.4057193,35.7173764,22,0,#6e6d53
tokyo,972346118099107835_205446,Normal,1430132711,139.730987415,35.665684581,0,1,#838a92
london,972256465404633172_19660327,Normal,1430122024,-0.137202527,51.508659149,0,0,#8b6c6c
tokyo,972298483892108291_247680654,Normal,1430127033,139.751815921,35.705616523,0,0,#7a7188
rome,972523958585781287_14581018,Normal,1430153911,12.483262702,41.91948008,1,0,#8f807c
tokyo,972180277508010938_1184035091,Slumber,1430112941,139.750988782,35.743306638,3,0,#b9a589
rome,971980385464826726_239914557,Normal,1430089112,12.490005,41.890808333,0,0,#876f75
london,972321336082637491_35993911,Slumber,1430129757,-0.138616667,51.524403333,1,0,#b9956d
london,972281716551247965_190547361,Ludwig,1430125034,-0.090779,51.499786361,4,0,#868483
seoul,972317899119506366_484394459,Amaro,1430129347,127.007310724,37.577372127,1,0,#958f8f
moscow,972295954066085568_1692422596,Normal,1430126731,37.639811818,55.766262862,0,0,#946666
moscow,972401342549867584_1806604878,Normal,1430139294,37.599349769,55.771761187,0,0,#7d8a94
london,972417241973540171_228894880,Slumber,1430141190,-0.110874306,51.522557451,0,0,#b87883
paris,972422186492553295_2034026593,Perpetua,1430141779,2.278055556,48.849444444,0,0,#939b7b
rome,972537324552460276_1647399228,Unknown,1430155505,12.487423,41.904675,0,0,#756f67
london,972540354003407326_24696731,Mayfair,1430155866,-0.0998,51.4944,0,0,#657090
tokyo,972466440408543197_1064270650,Normal,1430147055,139.726769944,35.687113029,0,1,#756867
tokyo,972109117829170847_1757087064,Normal,1430104459,139.730987415,35.665684581,0,0,#9199a8
seoul,972345988209931177_348355475,Normal,1430132696,126.982438734,37.573858998,2,0,#92765b
paris,972422509683138451_211729214,Normal,1430141818,2.265714761,48.883432006,0,0,#89646d
tokyo,972523051633833335_1750220,Normal,1430153803,139.730987415,35.665684581,1,0,#879482
rome,972336839174845626_1434910700,Normal,1430131605,12.499368248,41.896906881,1,0,#926d54
london,972341712406028640_9004199,Normal,1430132186,-0.145351628,51.513070025,1,0,#7f6d68
moscow,971974265754537846_335871970,Normal,1430088383,37.613047407,55.757856783,1,0,#627b98
seoul,972388158010731967_415550426,Normal,1430137723,127.023125088,37.521036765,5,0,#8d8255
paris,972556527283276590_1588963393,Normal,1430157794,2.334791667,48.860466667,0,0,#908985
london,972620701225223575_1648863616,Normal,1430165444,-0.158401669,51.552858479,1,0,#8f8c8f
london,972610709780659089_1778549,Normal,1430164253,-0.134099123,51.510157797,3,6,#6a6a6e
london,972515710095163068_18608422,Ludwig,1430152928,-0.110336167,51.52563,0,0,#7a7264
london,972596188392834564_1381690880,Normal,1430162522,-0.1730299,51.5202769,0,0,#a0816b
paris,972633309915619998_24223815,Sutro,1430166947,2.32847929,48.870166653,1,0,#575681
rome,972604626309596257_5676392,Normal,1430163528,12.535918522,41.898967299,1,0,#877a6e
moscow,972625526265799977_263505824,Normal,1430166019,37.640826805,55.767474714,11,1,#a3a07b
rome,972660962550296329_191523274,Normal,1430170244,12.522028108,41.947184738,0,0,#a29c94
moscow,972378193874146380_412863348,Vesper,1430136535,37.655892735,55.74525702,4,0,#907374
rome,972674246623209574_195527409,Earlybird,1430171827,12.522186739,41.932530529,1,0,#896c64
berlin,972426689103310825_1693241834,Normal,1430142316,13.394941667,52.487338333,0,0,#6b856a
stockholm,972399005515508631_2059638193,Normal,1430139016,17.95897228,59.354537577,0,0,#977f69
london,972382479182763643_1442315036,Normal,1430137046,-0.137145452,51.521775346,3,0,#979683
london,972646888796197675_1298441411,Normal,1430168566,-0.137975,51.523953333,1,0,#968272
london,972361887197389378_381960471,Aden,1430134591,-0.11618592,51.511739119,0,0,#857b79
london,972449069715296096_476620642,Ludwig,1430144984,-0.1490446,51.5143281,12,1,#896346
moscow,972491918447608154_409405127,Normal,1430150092,37.623265274,55.76217454,0,0,#857579
rome,972492161050229442_284494109,Normal,1430150121,12.525611667,41.877933333,3,0,#735134
newyork,972731679452157979_1267000245,Normal,1430178674,-74.074113922,40.707495431,0,0,#838592
tokyo,972153947338208593_487166436,Normal,1430109803,139.752716027,35.701107054,7,0,#896d54
seoul,972773313180953974_694332138,Normal,1430183637,127.00196945,37.513608333,0,0,#857d7a
tokyo,972792398831321283_1008835671,Juno,1430185912,139.730987415,35.665684581,3,0,#8a5287
london,972415778979205276_1688825659,Ludwig,1430141015,-0.134756894,51.511326707,4,0,#978f8a
seoul,972427208317423237_1314558026,Normal,1430142378,127.007310724,37.577372127,0,0,#928d85
london,972441973094895097_17740018,Normal,1430144138,-0.162320023,51.485870922,0,0,#7f7648
seoul,972448426573074092_1701259514,Normal,1430144907,126.986286957,37.564312571,0,0,#898379
london,972447269393989942_646105447,X-Pro II,1430144769,-0.141438,51.4969156,0,0,#83878d
london,972474032134488490_5587751,Normal,1430147960,-0.154297083,51.536033611,0,0,#959e99
seoul,972426746760241880_1349828815,Normal,1430142323,126.984986667,37.574366667,4,0,#957972
seoul,972546071283498693_263970894,Normal,1430156547,127.031798199,37.518594437,1,0,#ac9f9b
london,972550899916414157_23560070,Normal,1430157123,-0.157841078,51.499211491,2,0,#80726e
newyork,972763171437429897_842471808,Normal,1430182428,-74.042458001,40.737536419,2,0,#6d6052
london,972595583695495861_225589647,Amaro,1430162450,-0.171486667,51.497383333,0,0,#907d76
tokyo,972804421175008891_48196078,Perpetua,1430187345,139.715041382,35.724665637,1,0,#80889a
seoul,972807772065594970_33038422,Normal,1430187745,126.975026478,37.565999038,7,0,#8a8b8f
seoul,972806606040694340_33038422,Normal,1430187606,126.975026478,37.565999038,17,0,#858b7c
tokyo,972826809005396539_221133987,Normal,1430190014,139.7680275,35.6722231,0,0,#8b8962
moscow,972610745961017364_1514808835,Normal,1430164257,37.663943557,55.73799422,4,0,#7c8082
london,972619689241056643_178124324,Mayfair,1430165323,-0.133699231,51.512236971,11,0,#8a8272
tokyo,972518205224683866_635290289,Ludwig,1430153226,139.730987415,35.665684581,1,0,#926630
london,972581300009879970_700149529,Normal,1430160747,-0.136000103,51.526604743,0,0,#8e8f8f
moscow,972332178247535493_48397065,Ludwig,1430131049,37.6561053,55.7919758,4,1,#856a62
moscow,972589496903025840_30967960,Slumber,1430161724,37.686716667,55.776058333,1,0,#9d9285
paris,972583861161097530_17469669,Lo-fi,1430161052,2.323669132,48.865937529,0,0,#828071
moscow,972389941001570490_228256009,Crema,1430137935,37.623128681,55.728942011,3,0,#958e8c
paris,972499654273808646_38332957,Normal,1430151014,2.300918579,48.874801636,2,0,#9c7c62
moscow,972566801223679070_311289510,Normal,1430159019,37.645561603,55.759256447,107,2,#8c8c91
london,972596704292226575_1381690880,Normal,1430162583,-0.1730299,51.5202769,0,0,#827470
tokyo,972502809914990061_15770854,Aden,1430151390,139.759963333,35.65297,0,0,#96908b
london,972532854456953053_472144969,Normal,1430154972,-0.136297728,51.512684156,1,0,#616162
tokyo,972789592611091736_499484604,X-Pro II,1430185577,139.7645195,35.711489574,2,0,#796154
newyork,972898958431046535_1799302129,Normal,1430198615,-74.034980075,40.722479729,2,0,#8e7a7f
seoul,972882535365332525_817162,Normal,1430196657,126.988287407,37.580320194,8,0,#867974
berlin,972596030636248627_54335466,X-Pro II,1430162503,13.388866667,52.499996667,0,0,#857c78
newyork,972537996983908366_814845,Hudson,1430155585,-74.031582,40.755288,1,0,#8f878e
seoul,972746486469560733_1808245449,Normal,1430180439,127.036312779,37.572469647,0,0,#6c7e7e
tokyo,972916445850504459_1054235898,Normal,1430200700,139.730987415,35.665684581,0,0,#90948f
london,972358122567120045_187626292,Normal,1430134142,-0.100422372,51.539216218,4,0,#b98b70
newyork,972732144122320938_1267000245,Normal,1430178729,-74.074113922,40.707495431,0,0,#a1886f
seoul,972865594052676944_2143426,Normal,1430194638,127.003861117,37.563855,0,0,#a25542
seoul,972919568949867848_1656879636,Normal,1430201072,126.99089414,37.530760933,0,0,#737373
seoul,972917539602074194_500018745,Normal,1430200830,127.023021579,37.520040108,0,0,#826d58
seoul,972940379315655025_7008987,Normal,1430203553,127.007310724,37.577372127,2,0,#6a6259
stockholm,972920263114161246_1621553262,Crema,1430201155,17.969411758,59.355664602,0,0,#816b5b
seoul,972393552384981465_1393504701,Normal,1430138366,126.9865968,37.5456588,0,0,#927d4f
newyork,972798680870122977_1682818804,Lo-fi,1430186661,-74.032333,40.74424,0,0,#96717a
rome,972357611837414992_327158542,Normal,1430134081,12.528816593,41.910602097,2,0,#7d6b6e
london,972726866499269095_1741697747,Normal,1430178100,-0.154172451,51.512063168,0,0,#999083
london,972961427227848188_291806194,Normal,1430206062,-0.135464593,51.549633135,11,1,#9a7271
paris,972564619267842065_216371191,X-Pro II,1430158759,2.273656278,48.859847194,0,1,#9d8e8e
stockholm,972553526737622547_6059084,Slumber,1430157436,18.033333333,59.333333333,1,0,#8a8681
moscow,972523730981598286_1530534844,Valencia,1430153884,37.638559049,55.754963704,4,1,#8a6c72
seoul,972871079707377384_33038422,Normal,1430195291,126.975026478,37.565999038,25,0,#666a6c
seoul,972905666576292582_2639005,Normal,1430199415,126.973569785,37.577580932,7,1,#928277
tokyo,972353536986221238_144162593,Ludwig,1430133596,139.730987415,35.665684581,0,0,#877f78
london,972567252216443560_468680635,Mayfair,1430159072,-0.14585,51.510196667,0,0,#837464
tokyo,972961989458572751_474942220,Normal,1430206129,139.730987415,35.665684581,6,0,#91868d
london,972622832834533357_515596,Normal,1430165698,-0.1772739,51.5008819,0,0,#657170
london,972641212209057586_535022066,Sierra,1430167889,-0.1402,51.5128,1,0,#98666d
tokyo,972709790330174029_48677861,Mayfair,1430176064,139.733855,35.682503333,1,0,#6b6360
berlin,972547131166862880_1400426,Normal,1430156674,13.350867406,52.488713761,0,0,#755f5a
seoul,972956900419039559_1422038963,Normal,1430205522,127.037853382,37.524402157,0,0,#766f6e
moscow,972961786688766038_569631855,Normal,1430206105,37.617352048,55.736803166,0,0,#979799
london,972966687339733084_375332839,Normal,1430206689,-0.1319055,51.49808,2,0,#856f80
paris,972993518168674632_755848299,Juno,1430209887,2.332378333,48.870888333,1,0,#776d5e
london,973002782355630538_185574489,Normal,1430210992,-0.146662267,51.54625766,5,0,#7a6e6a
moscow,972638241569527786_1717293476,Normal,1430167535,37.610217655,55.782910853,5,0,#b18485
moscow,972600869642203980_18879251,Inkwell,1430163080,37.669205,55.792655,0,0,#888888
seoul,972963997112959061_5442655,Rise,1430206368,127.023021579,37.520040108,0,0,#7e6d61
london,972576836611938386_4240453,Normal,1430160215,-0.12816068,51.508951316,0,0,#999593
tokyo,972988607612555463_209799067,Ludwig,1430209302,139.736021667,35.722095,0,0,#a76c5f
paris,972602520527020851_1538672663,Normal,1430163277,2.281294736,48.874056469,3,0,#988876
stockholm,972926905019789292_77042,Normal,1430201946,18.0239055,59.335791667,0,0,#697f84
london,972590408541447873_33981064,Normal,1430161833,-0.0904853,51.5264086,1,0,#979d9f
tokyo,972654540373192354_8991882,Inkwell,1430169478,139.730987415,35.665684581,0,0,#979797
tokyo,973012024241327145_1481442,Normal,1430212093,139.711547938,35.711183714,0,0,#9a6c6b
rome,972984320711235445_385005292,Normal,1430208791,12.469078123,41.890338871,0,0,#a49a96
moscow,972614872846928435_222464961,Lo-fi,1430164749,37.60692589,55.762718995,4,0,#4f804f
moscow,972625166486116275_440075164,Normal,1430165976,37.613888889,55.781666667,5,0,#9b8390
london,972620475831010359_443762928,Normal,1430165417,-0.091058154,51.505052859,1,0,#a07560
newyork,972614345829780243_1469532177,Normal,1430164686,-74.032612538,40.741173545,0,0,#828183
stockholm,972988119874134880_1121034471,Normal,1430209244,18.047176445,59.349521708,0,0,#6e8390
london,972993306823800798_183181068,Normal,1430209862,-0.132496096,51.514664968,1,0,#a1795e
moscow,972613387610042180_1574799682,Normal,1430164572,37.643178541,55.76571151,0,0,#7c5e61
newyork,972797238412531952_16315981,Normal,1430186489,-74.027777343,40.759822675,5,0,#90696a
seoul,973012664361158352_1789898328,Normal,1430212170,127.0325292,37.5158074,1,0,#9d7454
london,972643301090769482_248182925,Normal,1430168138,-0.166986655,51.515647294,1,0,#a19486
london,972674804372462193_234791525,Hudson,1430171894,-0.140008333,51.552178333,0,0,#8a7d8a
tokyo,972524769218098596_1750220,Normal,1430154008,139.730987415,35.665684581,1,0,#6b6255
london,972675620970430728_9112047,Lo-fi,1430171991,-0.122780604,51.515376939,3,1,#887a74
paris,972633699743496778_17469669,Lo-fi,1430166994,2.323669132,48.865937529,2,0,#95816a
london,972479222224426276_14832212,Normal,1430148578,-0.158281759,51.519061764,3,0,#ae9c79
london,972410847604331756_189008156,Normal,1430140428,-0.133699231,51.512236971,1,1,#9d806f
tokyo,973010070712750381_520608459,Ginza,1430211860,139.730987415,35.665684581,1,0,#a9867b
london,973037675991940729_21901166,Willow,1430215151,-0.150758333,51.501203333,0,0,#959194
seoul,972854735535620372_259167575,Crema,1430193343,126.973569785,37.577580932,26,1,#786552
seoul,972872178285069842_214560688,Valencia,1430195422,127.040093211,37.527781502,1,0,#977374
paris,973000246928701688_691955861,Normal,1430210689,2.3416472,48.8675658,0,0,#8b806c
seoul,972697002484998589_1425163367,Hefe,1430174540,126.999955156,37.537187176,5,0,#876c4d
tokyo,972884716741071254_14529227,Ludwig,1430196917,139.76846926,35.674527155,1,0,#8e754f
tokyo,973044788550329043_5346431,Lark,1430215999,139.755369052,35.653791827,0,0,#9d7d5b
tokyo,972778637592592881_42494831,Normal,1430184271,139.730987415,35.665684581,10,0,#88878a
newyork,972732795816499257_1267000245,Normal,1430178807,-74.074113922,40.707495431,0,0,#817e7f
tokyo,972819377974376676_924159573,Normal,1430189128,139.71973471,35.706015936,8,0,#7e828f
seoul,972749097130860031_187976094,Normal,1430180750,126.975026478,37.565999038,5,0,#8d836b
london,972624820666733078_182226123,Normal,1430165935,-0.135304009,51.469754675,2,0,#88868d
tokyo,972784234995921339_1814345523,Normal,1430184939,139.745605,35.658645,0,0,#91908d
rome,972780880948858897_244067,Juno,1430184539,12.516861667,41.949605,0,0,#75706b
seoul,972832612284078244_1513261765,X-Pro II,1430190706,126.9968692,37.5966094,0,0,#767470
tokyo,972524818917060497_262254954,Normal,1430154014,139.771577291,35.698274412,0,0,#7a7372
seoul,972837410065137448_1771697350,Normal,1430191278,127.0189103,37.5042156,15,0,#614e4a
tokyo,972727635937204670_1716003973,Crema,1430178192,139.740833333,35.669166667,0,0,#8f8b8e
paris,972996959351924276_1158833384,Normal,1430210297,2.284831658,48.851662643,1,0,#7a7664
stockholm,972949367026726168_181486132,Normal,1430204624,18.0381564,59.3295007,2,2,#5f494b
stockholm,972975129264694043_2231831,Normal,1430207695,18.022327226,59.309031219,7,1,#917c7c
seoul,972864989778290140_49352440,Normal,1430194565,126.975026478,37.565999038,4,0,#8e857e
seoul,972973925122054934_273871925,Normal,1430207552,127.000472222,37.530105,4,0,#756666
seoul,972898996899532247_6065498,Normal,1430198619,127.005787423,37.570300278,0,0,#8d8e80
moscow,973032235425389173_1112645565,Normal,1430214503,37.629405,55.732578333,1,0,#867676
moscow,972871443915811872_1462108658,Slumber,1430195335,37.618320063,55.797557104,0,0,#a4a499
paris,973018056256127848_1368273071,Normal,1430212812,2.333192937,48.873612271,0,0,#9c8e5b
tokyo,972955270124655539_2002035,Mayfair,1430205328,139.730987415,35.665684581,0,0,#8a7261
paris,972901749017546895_20500771,Valencia,1430198948,2.28943799,48.866725172,0,0,#a47164
moscow,973022111503554628_5134421,Normal,1430213296,37.632852104,55.777347204,7,1,#8c9190
stockholm,973013734201625198_2032802689,Normal,1430212297,18.0093911,59.3377259,0,0,#907863
tokyo,972884346668266942_41823276,Normal,1430196873,139.730987415,35.665684581,0,0,#878c8b
rome,973044562950118489_47839374,Normal,1430215972,12.496508163,41.902759185,3,0,#786c98
rome,972680181311069240_22366782,Normal,1430172535,12.494227778,41.904722222,8,1,#827c76
london,972947514077147067_766857746,Ludwig,1430204403,-0.107223499,51.489351819,2,1,#84807a
tokyo,973032126692483731_1485791,Reyes,1430214490,139.730987415,35.665684581,0,0,#8a95aa
seoul,972517207278595588_4339842,Ludwig,1430153107,127.020798456,37.590822837,0,0,#897163
seoul,973012224754425638_242221638,Ludwig,1430212117,127.031922167,37.513241667,2,0,#958b6e
stockholm,973022585112787674_218951309,Normal,1430213352,18.04051,59.34809,0,0,#8e735a
seoul,973038675570370548_548451448,Normal,1430215270,127.023524458,37.514689684,5,0,#635b5a
london,973008665931350768_8913519,Normal,1430211693,-0.099408662,51.525837165,4,2,#9d8282
london,973009438958053472_1694398225,Normal,1430211785,-0.139710377,51.516656003,1,0,#827d72
moscow,973019506066793595_1286877248,Amaro,1430212985,37.632866667,55.782536667,7,0,#9397a0
seoul,973030674561348868_293104716,Reyes,1430214317,127.007310724,37.577372127,4,0,#7b6d59
paris,972991907069399344_755848299,Juno,1430209695,2.329966667,48.876325,2,0,#896772
moscow,973010252859553194_1697115108,Normal,1430211882,37.622538449,55.753072272,2,0,#6d7783
tokyo,972973606810520845_4274450,Normal,1430207514,139.730987415,35.665684581,2,0,#848481
tokyo,973002417690263231_5885398,Normal,1430210948,139.730987415,35.665684581,0,0,#a57f65
paris,972981713584448579_847488,Hudson,1430208480,2.325654366,48.862461223,1,0,#a3918f
rome,972997879927756944_313139949,Normal,1430210407,12.511248005,41.895173393,1,0,#796f71
moscow,973043676421720893_1706465929,Normal,1430215867,37.6307444,55.7297819,0,0,#826e5d
london,973039215327003798_818556488,Normal,1430215335,-0.106578051,51.535022817,3,0,#8b8889
tokyo,972868410787847171_633998414,Ludwig,1430194973,139.762146667,35.700528333,1,0,#866e55
tehran,972574801428858766_843827672,Normal,1430159972,51.4054869,35.6876158,1,0,#86746e
seoul,972785513960960290_741729731,Stinson,1430185091,127.02569572,37.518315965,20,0,#927460
tokyo,972923654618095026_23121414,Normal,1430201559,139.795686667,35.710925,0,0,#b69c8b
tokyo,972975321641705578_8737871,Normal,1430207718,139.765072046,35.679624574,0,0,#8b6a52
london,972925301168448032_53412215,Normal,1430201755,-0.096564805,51.495788377,0,0,#9693a1
seoul,972927460368768366_1550054,Rise,1430202013,127.044127833,37.546683333,1,0,#9a8c7b
moscow,973001136443357547_26554221,Valencia,1430210795,37.60008456,55.745379466,5,0,#8b827e
london,972474337066744250_249640765,Normal,1430147996,-0.087828849,51.518826438,0,0,#93786a
rome,972983997919109660_223986767,Normal,1430208752,12.50108475,41.91802197,2,1,#83746c
moscow,973002066114998598_257650091,Normal,1430210906,37.621228978,55.752488927,0,1,#838fb1
moscow,972610810233201571_184142535,Crema,1430164265,37.614517472,55.763314179,1,0,#6a6c95
tokyo,972765547647716776_9899594,Normal,1430182711,139.792221667,35.713333333,0,0,#6d6665
tokyo,972810418283928493_176845,Normal,1430188060,139.739288333,35.66277,0,0,#bfa7a3
london,972992939159979562_1089796536,Hudson,1430209818,-0.110928847,51.52247113,0,0,#72646c
moscow,972689312296590280_6064213,Normal,1430173623,37.626646667,55.76065,1,0,#7a6e62
moscow,972702482772258342_177659602,Normal,1430175193,37.658927018,55.749566817,0,0,#978f91
moscow,973026947510914681_415409434,Normal,1430213872,37.627229819,55.727546738,1,0,#8c706b
tokyo,972921426161321494_1502098472,Normal,1430201293,139.729461667,35.660808333,0,0,#826d62
tokyo,972900037023816945_27644406,Ludwig,1430198743,139.739015477,35.670372136,0,0,#95735c
seoul,972942363628992378_1124375572,Normal,1430203789,126.969541124,37.553616512,0,0,#8d8686
london,973045533021191672_1317365142,Normal,1430216088,-0.142523348,51.508438697,4,0,#7a7573
seoul,972858821008284644_104789981,Normal,1430193830,127.023021579,37.520040108,0,0,#a29783
moscow,972256787552146538_833235132,Normal,1430122062,37.648972726,55.762411633,2,0,#697b9a
tokyo,972911268286911270_1332663539,Normal,1430200082,139.714113882,35.698091399,0,0,#a17675
moscow,973050456748563126_415950485,Normal,1430216675,37.637666667,55.752666667,1,0,#917366
tehran,973002478769956076_317437584,Normal,1430210955,51.382045,35.737545,13,0,#807464
tokyo,972969031099956637_609792766,Normal,1430206968,139.730987415,35.665684581,5,0,#618179
london,972956727001523972_1456274136,Rise,1430205501,-0.167838307,51.493651008,0,0,#896c6a
tokyo,972867453695327144_840797,Lo-fi,1430194859,139.730987415,35.665684581,1,0,#6d7885
london,972415341505221950_273005964,Normal,1430140963,-0.162487714,51.498152015,5,0,#7d7565
tokyo,972240885943580148_1182794556,Valencia,1430120166,139.772647703,35.700591831,3,0,#8e7164
seoul,972989103287139198_30109189,Valencia,1430209361,127.016727064,37.542947388,0,0,#a59898
paris,972342837159349968_1434664562,X-Pro II,1430132320,2.328078293,48.878884435,1,0,#7d9793
tokyo,972298410418331964_611782647,Normal,1430127024,139.770934211,35.707826788,0,0,#8a8073
newyork,973048972965255725_21417501,Lo-fi,1430216498,-74.052588833,40.722296667,1,0,#928183
tokyo,972990288930180879_1481442,Normal,1430209502,139.711547938,35.711183714,0,0,#897f74
moscow,972352927770391168_51606067,Normal,1430133523,37.607132095,55.789414907,5,0,#8f716a
moscow,972719360860105271_419753465,Ludwig,1430177205,37.622295,55.740708333,6,0,#7e6c6c
moscow,972712273561060855_260899416,Normal,1430176360,37.60692589,55.762718995,7,0,#6b6e6c
moscow,972483539279393462_32707667,Normal,1430149093,37.60692589,55.762718995,3,0,#735e65
london,972478648534717861_222241044,Normal,1430148510,-0.1402,51.5128,1,0,#9e6858
tokyo,972520051266214947_12657742,Normal,1430153446,139.732039282,35.663870685,0,0,#876451
tokyo,972440096429714734_1064270650,Normal,1430143914,139.727337079,35.688845319,0,0,#826568
tokyo,972890652871354062_1663063192,Normal,1430197625,139.765865022,35.684051015,0,0,#875569
tokyo,972894463294903440_8752244,Normal,1430198079,139.73612851,35.674419609,0,0,#957352
rome,972544745749411938_16086085,Ludwig,1430156389,12.466720581,41.899551392,1,0,#8c7c75
paris,972671228409826754_218426810,Hudson,1430171467,2.2957655,48.896252,13,0,#948284
seoul,972333475152695340_1553235,Hudson,1430131204,126.982613333,37.580313333,2,0,#95867a
moscow,972470236843884461_267128598,Aden,1430147507,37.613888889,55.781666667,2,0,#a68e84
tokyo,972780738987172360_1697912823,Normal,1430184522,139.736068462,35.67572946,0,0,#b36e62
seoul,972835154938354139_1370996845,Normal,1430191009,127.011184289,37.591342094,1,0,#958d99
moscow,972978458101978890_36924516,Amaro,1430208092,37.647925,55.724403333,9,1,#967872
london,973017862754926255_1604176918,Normal,1430212789,-0.170406564,51.491139729,2,1,#74712c
berlin,972677963138822251_8983931,Amaro,1430172270,13.329211667,52.503221667,0,0,#8d6769
tokyo,972857173431860990_144396582,Normal,1430193634,139.762971554,35.65433459,0,0,#6f797b
rome,972916654944153732_214285123,Normal,1430200724,12.496313839,41.867578099,0,0,#9b5a77
newyork,972650491568046941_1446115367,Lo-fi,1430168995,-74.031671091,40.721455183,2,0,#8c8179
tokyo,972069761628114179_53943970,Normal,1430099767,139.708635443,35.705222278,0,0,#9a9180
seoul,972282914217028999_926434,Normal,1430125177,127.023125088,37.521036765,8,0,#806e59
london,972022168347056735_675407149,Rise,1430094093,-0.116775,51.51677,1,0,#b08c5f
seoul,972282159359195245_25745893,Normal,1430125087,127.007310724,37.577372127,3,0,#79858f
london,972333914707711631_21788572,Normal,1430131256,-0.108777833,51.51415,1,0,#978c76
london,972357080527185452_1379387600,Normal,1430134018,-0.14521018,51.506469879,0,0,#af8870
london,972342185380720460_210504010,Normal,1430132242,-0.132451942,51.507431138,1302,7,#919c8b
tokyo,972130635131079986_1364306,Normal,1430107024,139.766150052,35.729127978,6,0,#8d8b8f
london,971982686069905251_227835436,Vesper,1430089387,-0.112041334,51.481834726,1,0,#989690
tokyo,972051226586522157_675642823,Normal,1430097557,139.709356842,35.709246761,0,0,#ae806b
moscow,972340944714035751_43169059,Normal,1430132094,37.620945605,55.77116033,3,0,#977b57
tokyo,972160466730400778_3832350,Normal,1430110580,139.730987415,35.665684581,0,0,#979d99
tokyo,972088039918610031_18954168,Aden,1430101946,139.746505843,35.720691742,0,0,#807b7e
london,972054550603187373_1528000080,Valencia,1430097954,-0.1402,51.5128,3,0,#a89790
stockholm,972325213899426649_323032145,Normal,1430130219,18.04727,59.33974,0,0,#8a8891
tokyo,972234161010720999_8660719,Willow,1430119365,139.789644251,35.716024172,0,0,#938e91
stockholm,972306278171609333_44154929,X-Pro II,1430127962,18.047147417,59.33118098,9,0,#96928d
seoul,972147403669703361_183270833,Aden,1430109023,126.984207355,37.562788331,0,0,#a4796e
tokyo,972206556517312058_591500328,Normal,1430116074,139.771265024,35.698100855,0,0,#939690
tokyo,972377587393185668_822882000,Earlybird,1430136463,139.730987415,35.665684581,3,0,#a28e79
seoul,972193656977506835_1512890527,Ludwig,1430114536,126.991721667,37.507653333,4,0,#9c9271
seoul,972335608179720655_1703755255,Normal,1430131458,127.000149118,37.535657104,4,0,#8c867d
